customer_id,plan_type,region,acquisition_channel,tenure_months,monthly_fee,monthly_usage_gb,support_tickets_90d,payment_delay_days,monthly_revenue,churned,usage_segment,value_segment,risk_band
101140,Postpaid,West,App,13,34.05,4.96,0,1,34.05,0,Light,Mid,Low
101141,Family,North,App,61,40.53,17.7,1,6,42.92,0,Heavy,High,Elevated
101142,Family,North,Web,44,22.31,14.68,0,2,23.44,0,Moderate,Mid,Low
101143,Family,West,Store,27,42.4,23.56,1,2,47.26,1,Heavy,High,Medium
101144,Postpaid,South,Store,17,32.31,23.0,0,1,36.93,0,Heavy,High,Low
101145,Prepaid,North,App,57,15.56,19.2,1,2,18.58,0,Heavy,Low,Medium
101146,Family,Central,App,2,46.53,14.02,1,3,47.38,0,Moderate,High,Medium
101147,Family,North,Store,5,36.08,9.28,2,1,36.08,1,Moderate,High,Medium
101148,Postpaid,East,Partner,44,35.45,18.23,2,2,38.07,0,Heavy,High,Medium
101149,Family,South,App,35,30.46,0.2,0,3,30.46,0,Light,Mid,Medium
101150,Prepaid,West,App,13,15.83,8.53,1,3,15.83,0,Moderate,Low,Medium
101151,Family,West,App,28,33.81,19.7,1,0,37.04,1,Heavy,High,Low
101152,Prepaid,South,Store,57,14.34,3.21,0,4,14.34,0,Light,Low,Medium
101153,Prepaid,West,App,34,8.0,11.84,1,3,8.0,1,Moderate,Low,Medium
101154,Postpaid,Central,Web,39,32.56,21.04,1,1,36.36,0,Heavy,High,Low
101155,Prepaid,West,App,7,19.29,3.08,1,3,19.29,0,Light,Low,Medium
101156,Prepaid,East,App,52,13.51,16.12,0,5,15.24,0,Heavy,Low,Medium
101157,Prepaid,East,App,10,20.29,8.26,3,4,20.29,1,Moderate,Mid,Elevated
101158,Postpaid,Central,App,17,25.44,6.62,2,1,25.44,0,Moderate,Mid,Medium
101159,Family,North,Web,22,40.09,17.22,0,1,42.29,0,Heavy,High,Low
101160,Prepaid,North,Partner,32,19.89,1.97,1,3,19.89,1,Light,Low,Medium
101161,Postpaid,South,Web,20,34.01,23.16,2,1,38.7,0,Heavy,High,Medium
101162,Family,West,Web,59,33.78,9.15,0,4,33.78,0,Moderate,Mid,Medium
101163,Prepaid,North,App,28,14.6,8.8,5,3,14.6,1,Moderate,Low,Elevated
101164,Prepaid,South,Partner,3,13.67,12.43,1,3,13.85,1,Moderate,Low,Medium
101165,Family,West,Store,33,44.88,23.14,2,4,49.56,0,Heavy,High,Elevated
101166,Family,North,Web,9,41.14,14.52,0,4,42.2,0,Moderate,High,Medium
101167,Postpaid,South,Store,16,42.3,0.2,1,2,42.3,0,Light,High,Medium
101168,Family,East,App,43,27.54,11.63,1,3,27.54,0,Moderate,Mid,Medium
101169,Prepaid,South,App,45,15.8,10.15,0,2,15.8,0,Moderate,Low,Low
101170,Postpaid,Central,App,48,31.51,14.16,5,1,32.41,1,Moderate,Mid,Elevated
101171,Family,North,App,28,34.87,13.87,1,4,35.66,0,Moderate,High,Medium
101172,Prepaid,Central,Store,61,21.06,14.29,0,7,22.02,0,Moderate,Mid,Elevated
101173,Family,East,Partner,5,34.37,19.66,2,2,37.59,1,Heavy,High,Medium
101174,Postpaid,North,App,28,34.26,1.41,1,2,34.26,0,Light,Mid,Medium
101175,Family,North,Store,18,35.25,17.08,0,5,37.38,0,Heavy,High,Medium
101176,Postpaid,East,Store,3,24.21,20.59,0,2,27.82,1,Heavy,Mid,Low
101177,Postpaid,South,App,41,31.86,10.7,2,2,31.86,0,Moderate,Mid,Medium
101178,Prepaid,South,App,5,13.93,6.71,2,2,13.93,0,Moderate,Low,Medium
101179,Prepaid,Central,App,44,22.77,1.55,2,0,22.77,1,Light,Mid,Low
101180,Family,East,Store,62,33.81,18.43,1,7,36.51,0,Heavy,High,Elevated
101181,Prepaid,Central,App,58,24.03,9.83,1,2,24.03,0,Moderate,Mid,Medium
101182,Prepaid,North,App,50,17.77,14.79,0,2,18.94,0,Moderate,Low,Low
101183,Prepaid,North,App,18,17.9,7.21,1,3,17.9,0,Moderate,Low,Medium
101184,Prepaid,West,Web,48,14.47,16.58,2,1,16.39,0,Heavy,Low,Medium
101185,Family,South,Web,41,40.24,19.69,0,3,43.47,0,Heavy,High,Medium
101186,Postpaid,North,App,36,30.99,10.82,2,4,30.99,1,Moderate,Mid,Elevated
101187,Business,North,Web,35,56.45,30.31,3,3,64.14,0,Heavy,VIP,Elevated
101188,Prepaid,North,Partner,11,18.99,10.4,2,5,18.99,0,Moderate,Low,Elevated
101189,Postpaid,West,App,62,12.45,15.54,0,3,13.93,0,Heavy,Low,Medium
101190,Postpaid,South,App,61,37.47,13.64,2,2,38.15,0,Moderate,High,Medium
101191,Postpaid,Central,App,53,21.98,12.52,0,3,22.2,0,Moderate,Mid,Medium
101192,Family,North,App,40,33.03,19.06,0,1,35.99,0,Heavy,High,Low
101193,Business,South,Web,10,58.21,40.42,1,2,70.15,0,Power,VIP,Medium
101194,Family,South,Web,46,30.29,12.21,3,2,30.38,0,Moderate,Mid,Medium
101195,Prepaid,East,Store,70,13.99,8.87,2,3,13.99,0,Moderate,Low,Medium
101196,Prepaid,Central,App,10,15.73,14.18,2,3,16.65,1,Moderate,Low,Medium
101197,Postpaid,West,Web,26,32.7,12.26,4,7,32.81,1,Moderate,Mid,Critical
101198,Prepaid,North,App,66,11.71,0.72,2,4,11.71,0,Light,Low,Elevated
101199,Family,South,App,69,41.5,28.88,2,1,48.59,0,Heavy,High,Medium
101200,Postpaid,West,App,33,27.79,11.92,2,1,27.79,0,Moderate,Mid,Medium
101201,Postpaid,North,Web,21,33.49,18.68,0,7,36.3,1,Heavy,High,Elevated
101202,Family,East,Web,21,34.75,28.72,3,4,41.78,1,Heavy,High,Elevated
101203,Postpaid,South,Store,34,30.72,23.4,0,2,35.51,0,Heavy,High,Low
101204,Prepaid,East,Web,24,23.3,4.12,0,1,23.3,0,Light,Mid,Low
101205,Prepaid,East,App,40,17.65,11.61,2,3,17.65,1,Moderate,Low,Medium
101206,Postpaid,South,App,6,30.59,22.55,2,6,35.02,0,Heavy,High,Elevated
101207,Postpaid,Central,Web,5,29.75,9.08,1,0,29.75,0,Moderate,Mid,Low
101208,Prepaid,East,Partner,1,9.04,20.59,2,2,12.65,0,Heavy,Low,Medium
101209,Postpaid,Central,Store,52,38.97,10.64,1,4,38.97,0,Moderate,High,Medium
101210,Family,West,App,67,38.03,11.74,4,2,38.03,0,Moderate,High,Elevated
101211,Family,South,Partner,8,40.67,30.04,4,3,48.25,0,Heavy,High,Elevated
101212,Postpaid,East,App,66,30.63,18.84,1,8,33.51,0,Heavy,Mid,Elevated
101213,Postpaid,South,App,12,31.84,0.2,2,4,31.84,1,Light,Mid,Elevated
101214,Prepaid,West,App,4,21.1,10.34,2,2,21.1,1,Moderate,Mid,Medium
101215,Postpaid,North,App,21,33.62,7.17,0,2,33.62,0,Moderate,Mid,Low
101216,Prepaid,Central,Store,22,17.53,11.34,1,7,17.53,1,Moderate,Low,Elevated
101217,Postpaid,East,Store,70,33.25,6.83,2,1,33.25,0,Moderate,Mid,Medium
101218,Postpaid,West,App,9,30.39,9.69,0,5,30.39,0,Moderate,Mid,Medium
101219,Prepaid,East,App,71,16.95,9.63,2,2,16.95,0,Moderate,Low,Medium
101220,Prepaid,East,Store,63,18.71,3.43,0,8,18.71,1,Light,Low,Elevated
101221,Prepaid,West,App,36,17.3,3.18,1,4,17.3,0,Light,Low,Medium
101222,Family,West,App,49,51.37,29.3,0,3,58.64,1,Heavy,High,Medium
101223,Postpaid,South,App,39,30.46,21.2,2,3,34.32,0,Heavy,Mid,Medium
101224,Prepaid,East,Web,66,22.18,8.53,0,2,22.18,0,Moderate,Mid,Low
101225,Family,South,Partner,16,38.27,15.53,0,3,39.75,0,Heavy,High,Medium
101226,Postpaid,West,App,69,25.05,17.45,3,1,27.34,1,Heavy,Mid,Medium
101227,Postpaid,East,Web,31,38.6,1.75,1,3,38.6,1,Light,High,Medium
101228,Business,North,Web,68,55.92,30.48,2,3,63.68,0,Heavy,VIP,Medium
101229,Prepaid,West,App,71,18.57,6.23,0,2,18.57,1,Moderate,Low,Low
101230,Prepaid,East,Partner,62,15.66,7.14,0,1,15.66,0,Moderate,Low,Low
101231,Postpaid,East,Store,57,32.39,19.4,1,2,35.49,0,Heavy,High,Medium
101232,Prepaid,West,Store,32,15.82,10.4,1,6,15.82,1,Moderate,Low,Elevated
101233,Postpaid,West,Store,51,37.76,14.72,2,4,38.9,1,Moderate,High,Elevated
101234,Prepaid,West,App,18,11.36,6.77,2,3,11.36,0,Moderate,Low,Medium
101235,Prepaid,South,Web,21,24.99,5.88,0,6,24.99,0,Moderate,Mid,Elevated
101236,Prepaid,North,Web,54,18.9,14.88,1,0,20.11,1,Moderate,Mid,Low
101237,Postpaid,West,App,55,24.2,0.2,1,3,24.2,1,Light,Mid,Medium
101238,Prepaid,South,Store,19,17.26,14.27,1,2,18.22,1,Moderate,Low,Medium
101239,Prepaid,North,Partner,70,8.0,6.72,0,6,8.0,0,Moderate,Low,Elevated
101240,Family,North,Web,50,27.06,18.61,1,1,29.84,1,Heavy,Mid,Low
101241,Prepaid,South,Store,72,14.31,12.94,1,3,14.7,1,Moderate,Low,Medium
101242,Postpaid,Central,App,35,36.02,8.91,2,3,36.02,1,Moderate,High,Medium
101243,Prepaid,North,App,44,20.0,8.84,3,1,20.0,0,Moderate,Low,Medium
101244,Postpaid,South,App,47,25.95,0.2,1,0,25.95,0,Light,Mid,Low
101245,Prepaid,Central,Web,12,10.38,0.98,2,2,10.38,1,Light,Low,Medium
101246,Postpaid,Central,Web,21,29.46,22.26,0,2,33.77,0,Heavy,Mid,Low
101247,Prepaid,South,Partner,70,21.72,10.18,0,4,21.72,0,Moderate,Mid,Medium
101248,Family,Central,App,49,50.07,20.56,1,1,53.67,0,Heavy,High,Low
101249,Business,North,Partner,39,52.23,30.87,4,2,60.15,1,Heavy,VIP,Elevated
101250,Prepaid,West,Partner,1,15.49,6.51,2,5,15.49,1,Moderate,Low,Elevated
101251,Prepaid,North,Web,3,22.97,2.76,2,4,22.97,1,Light,Mid,Elevated
101252,Prepaid,South,Partner,41,19.93,12.31,0,4,20.06,1,Moderate,Mid,Medium
101253,Postpaid,South,App,6,29.78,17.77,1,4,32.2,0,Heavy,Mid,Medium
101254,Prepaid,West,App,11,19.85,7.48,2,2,19.85,0,Moderate,Low,Medium
101255,Family,North,App,42,24.19,17.13,2,5,26.34,0,Heavy,Mid,Elevated
101256,Family,East,App,70,29.86,14.04,1,2,30.72,0,Moderate,Mid,Medium
101257,Family,West,App,61,40.4,14.07,0,0,41.27,0,Moderate,High,Low
101258,Postpaid,North,Web,34,36.36,16.11,1,2,38.08,0,Heavy,High,Medium
101259,Business,Central,App,68,55.47,19.79,0,4,58.74,0,Heavy,High,Medium
101260,Prepaid,South,App,44,12.07,7.35,0,2,12.07,1,Moderate,Low,Low
101261,Postpaid,North,App,68,28.86,16.03,0,4,30.55,0,Heavy,Mid,Medium
101262,Prepaid,South,Web,18,17.65,17.11,1,0,19.79,0,Heavy,Low,Low
101263,Business,South,Partner,42,48.51,22.36,0,2,52.87,0,Heavy,High,Low
101264,Postpaid,North,App,67,23.03,19.91,1,4,26.35,0,Heavy,Mid,Medium
101265,Family,East,Web,71,31.44,23.36,0,3,36.21,0,Heavy,High,Medium
101266,Prepaid,West,Partner,62,14.59,8.83,0,2,14.59,1,Moderate,Low,Low
101267,Business,East,Web,11,40.24,31.27,2,3,48.34,0,Heavy,High,Medium
101268,Postpaid,East,Web,45,31.7,26.59,3,3,37.83,1,Heavy,High,Elevated
101269,Postpaid,West,Store,7,17.24,16.73,2,3,19.23,0,Heavy,Low,Medium
101270,Business,South,Partner,28,45.82,40.95,2,4,57.98,0,Power,High,Elevated
101271,Postpaid,West,App,3,28.07,10.37,1,1,28.07,0,Moderate,Mid,Low
101272,Postpaid,Central,Web,55,19.47,16.84,0,5,21.5,0,Heavy,Mid,Medium
101273,Postpaid,South,App,56,32.17,14.43,0,4,33.2,0,Moderate,Mid,Medium
101274,Prepaid,West,App,7,30.28,7.25,3,3,30.28,1,Moderate,Mid,Elevated
101275,Prepaid,Central,Web,66,15.45,11.91,2,3,15.45,0,Moderate,Low,Medium
101276,Prepaid,East,Web,61,17.4,11.3,1,2,17.4,1,Moderate,Low,Medium
101277,Prepaid,Central,Web,61,19.71,5.84,1,2,19.71,0,Moderate,Low,Medium
101278,Family,South,Partner,33,52.78,27.55,1,4,59.31,0,Heavy,High,Medium
101279,Postpaid,East,Web,68,28.98,16.21,1,3,30.75,1,Heavy,Mid,Medium
101280,Postpaid,South,Store,71,24.68,7.96,1,2,24.68,0,Moderate,Mid,Medium
101281,Postpaid,North,Partner,40,22.52,4.42,1,1,22.52,0,Light,Mid,Low
101282,Postpaid,Central,App,28,33.42,15.51,1,5,34.9,0,Heavy,Mid,Elevated
101283,Postpaid,South,App,55,31.29,15.47,1,1,32.75,0,Heavy,Mid,Low
101284,Business,Central,App,4,64.32,38.69,1,3,75.53,0,Power,VIP,Medium
101285,Business,West,Store,25,48.26,29.44,0,5,55.59,1,Heavy,High,Medium
101286,Postpaid,Central,Web,1,33.32,6.52,4,1,33.32,0,Moderate,Mid,Medium
101287,Prepaid,Central,Web,56,10.18,0.2,3,4,10.18,1,Light,Low,Elevated
101288,Postpaid,East,App,4,17.16,14.11,1,1,18.05,1,Moderate,Low,Low
101289,Postpaid,Central,Web,55,41.87,9.17,0,2,41.87,0,Moderate,High,Low
101290,Postpaid,West,Store,41,32.96,6.03,4,2,32.96,1,Moderate,Mid,Elevated
101291,Postpaid,East,Partner,32,39.62,4.89,3,5,39.62,1,Light,High,Elevated
101292,Postpaid,West,App,46,22.91,28.6,2,3,29.88,0,Heavy,Mid,Medium
101293,Prepaid,North,Store,4,17.23,10.48,0,1,17.23,1,Moderate,Low,Low
101294,Postpaid,North,Web,59,31.73,14.99,2,1,32.99,0,Moderate,Mid,Medium
101295,Postpaid,South,Store,20,36.37,19.56,0,5,39.55,0,Heavy,High,Medium
101296,Prepaid,East,App,61,21.28,12.33,1,2,21.41,0,Moderate,Mid,Medium
101297,Prepaid,South,App,64,19.05,1.61,0,3,19.05,0,Light,Low,Medium
101298,Family,East,App,40,38.56,21.98,0,1,42.75,0,Heavy,High,Low
101299,Postpaid,West,Store,43,27.88,13.46,0,2,28.49,1,Moderate,Mid,Low
101300,Prepaid,West,Store,67,13.93,12.31,2,2,14.06,0,Moderate,Low,Medium
101301,Postpaid,Central,Store,30,25.22,15.63,0,5,26.75,0,Heavy,Mid,Medium
101302,Family,Central,Web,29,42.95,23.23,0,3,47.67,1,Heavy,High,Medium
101303,Prepaid,Central,App,69,24.3,2.1,2,4,24.3,0,Light,Mid,Elevated
101304,Family,West,App,30,38.79,34.99,0,3,48.44,0,Heavy,High,Medium
101305,Business,South,Web,27,47.91,24.44,3,2,53.14,1,Heavy,High,Medium
101306,Postpaid,Central,Web,1,28.04,7.23,1,3,28.04,0,Moderate,Mid,Medium
101307,Postpaid,North,Web,24,36.34,5.58,2,3,36.34,0,Moderate,High,Medium
101308,Prepaid,North,Web,18,21.24,8.69,0,6,21.24,0,Moderate,Mid,Elevated
101309,Business,South,Partner,56,48.72,31.25,2,6,56.81,0,Heavy,High,Elevated
101310,Postpaid,East,Partner,37,23.75,14.88,3,6,24.96,1,Moderate,Mid,Elevated
101311,Business,West,Web,26,59.78,19.18,1,3,62.8,1,Heavy,VIP,Medium
101312,Postpaid,North,App,68,26.26,15.23,2,1,27.61,0,Heavy,Mid,Medium
101313,Prepaid,West,App,33,25.52,12.75,2,0,25.84,1,Moderate,Mid,Low
101314,Prepaid,North,Store,30,8.13,11.14,0,2,8.13,0,Moderate,Low,Low
101315,Postpaid,South,App,53,36.76,27.89,1,4,43.44,1,Heavy,High,Medium
101316,Postpaid,South,App,19,29.64,17.01,1,2,31.75,0,Heavy,Mid,Medium
101317,Prepaid,South,App,31,11.36,5.03,1,3,11.36,1,Moderate,Low,Medium
101318,Family,West,Partner,51,40.87,4.34,1,4,40.87,0,Light,High,Medium
101319,Family,North,App,24,33.2,13.57,2,1,33.86,0,Moderate,Mid,Medium
101320,Postpaid,North,Web,31,34.77,11.47,1,5,34.77,0,Moderate,Mid,Elevated
101321,Postpaid,North,Partner,2,22.38,14.68,3,5,23.5,0,Moderate,Mid,Elevated
101322,Prepaid,West,Web,58,12.45,4.84,1,2,12.45,0,Light,Low,Medium
101323,Family,Central,App,62,39.36,27.99,3,1,46.08,0,Heavy,High,Medium
101324,Prepaid,West,Web,49,20.77,0.99,0,3,20.77,0,Light,Mid,Medium
101325,Family,West,Web,38,44.86,20.58,2,3,48.46,0,Heavy,High,Medium
101326,Postpaid,Central,App,65,26.58,15.52,1,3,28.06,0,Heavy,Mid,Medium
101327,Postpaid,South,Store,62,38.16,26.24,2,2,44.14,1,Heavy,High,Medium
101328,Prepaid,North,App,34,20.31,15.91,2,1,21.95,0,Heavy,Mid,Medium
101329,Prepaid,East,Web,45,8.45,10.22,1,3,8.45,1,Moderate,Low,Medium
101330,Family,South,Partner,68,29.99,21.3,1,4,33.9,0,Heavy,Mid,Medium
101331,Postpaid,East,Store,15,26.98,19.37,1,3,30.08,1,Heavy,Mid,Medium
101332,Postpaid,East,Partner,57,29.89,20.73,1,2,33.55,0,Heavy,Mid,Medium
101333,Business,South,App,27,56.73,31.59,2,3,64.96,0,Heavy,VIP,Medium
101334,Business,East,Web,7,54.43,34.22,2,1,63.76,0,Heavy,VIP,Medium
101335,Family,South,Web,31,35.71,18.41,4,4,38.4,0,Heavy,High,Elevated
101336,Prepaid,North,App,38,19.28,5.62,0,1,19.28,0,Moderate,Low,Low
101337,Postpaid,Central,Partner,54,28.01,6.77,0,1,28.01,0,Moderate,Mid,Low
101338,Family,West,Partner,11,35.67,12.93,2,5,36.07,1,Moderate,High,Elevated
101339,Postpaid,North,App,40,28.46,7.69,0,3,28.46,0,Moderate,Mid,Medium
101340,Prepaid,North,Web,48,17.26,12.86,1,2,17.62,0,Moderate,Low,Medium
101341,Family,North,App,46,42.8,21.92,0,4,46.96,0,Heavy,High,Medium
101342,Postpaid,North,App,60,29.53,12.57,1,4,29.77,0,Moderate,Mid,Medium
101343,Postpaid,North,App,55,32.25,10.51,2,2,32.25,0,Moderate,Mid,Medium
101344,Business,North,Store,34,50.77,21.32,4,4,54.68,1,Heavy,High,Elevated
101345,Postpaid,Central,App,20,25.24,16.38,1,7,27.08,0,Heavy,Mid,Elevated
101346,Postpaid,West,App,64,23.25,15.15,2,0,24.57,0,Heavy,Mid,Low
101347,Postpaid,West,Partner,64,27.74,25.25,1,3,33.31,0,Heavy,Mid,Medium
101348,Postpaid,West,Store,10,23.31,17.13,1,0,25.47,0,Heavy,Mid,Low
101349,Prepaid,West,Web,33,22.25,10.89,0,3,22.25,0,Moderate,Mid,Medium
101350,Family,West,App,55,37.14,26.4,0,3,43.19,0,Heavy,High,Medium
101351,Family,Central,App,48,34.69,6.96,0,2,34.69,1,Moderate,Mid,Low
101352,Prepaid,West,Web,63,15.95,14.34,2,1,16.93,1,Moderate,Low,Medium
101353,Prepaid,West,App,16,19.28,12.36,2,3,19.43,0,Moderate,Low,Medium
101354,Family,West,Store,68,39.48,19.83,0,2,42.77,0,Heavy,High,Low
101355,Prepaid,East,Partner,17,15.9,4.7,2,6,15.9,0,Light,Low,Elevated
101356,Postpaid,South,App,7,46.06,9.71,1,5,46.06,1,Moderate,High,Elevated
101357,Postpaid,North,Store,53,32.35,16.18,2,3,34.11,0,Heavy,Mid,Medium
101358,Postpaid,East,Store,67,23.4,9.07,0,1,23.4,1,Moderate,Mid,Low
101359,Prepaid,North,App,26,17.21,7.23,0,2,17.21,0,Moderate,Low,Low
101360,Postpaid,North,Web,12,29.41,34.46,2,4,38.84,1,Heavy,High,Elevated
101361,Postpaid,North,Store,64,35.01,5.11,3,5,35.01,0,Moderate,High,Elevated
101362,Postpaid,South,App,7,28.11,23.61,1,1,32.99,0,Heavy,Mid,Low
101363,Prepaid,Central,App,48,10.91,15.03,1,4,12.18,0,Heavy,Low,Medium
101364,Postpaid,South,Store,10,34.12,18.45,2,3,36.83,0,Heavy,High,Medium
101365,Postpaid,South,Web,48,35.16,12.86,0,4,35.52,1,Moderate,High,Medium
101366,Prepaid,South,Partner,9,14.39,10.61,3,4,14.39,1,Moderate,Low,Elevated
101367,Prepaid,South,Web,28,22.26,12.25,1,3,22.36,1,Moderate,Mid,Medium
101368,Prepaid,West,App,34,12.88,12.01,4,1,12.88,1,Moderate,Low,Medium
101369,Postpaid,West,Partner,65,29.71,18.98,0,2,32.65,0,Heavy,Mid,Low
101370,Prepaid,North,Web,52,19.1,12.27,2,3,19.21,1,Moderate,Low,Medium
101371,Business,East,App,69,44.8,28.54,5,1,51.75,0,Heavy,High,Elevated
101372,Postpaid,North,App,39,28.15,19.89,0,3,31.46,0,Heavy,Mid,Medium
101373,Family,West,App,19,43.92,22.77,0,3,48.45,0,Heavy,High,Medium
101374,Business,Central,App,31,69.56,29.04,4,4,76.72,1,Heavy,VIP,Elevated
101375,Prepaid,Central,Store,38,17.8,6.94,2,3,17.8,0,Moderate,Low,Medium
101376,Postpaid,South,App,41,28.42,4.34,1,4,28.42,0,Light,Mid,Medium
101377,Family,West,Partner,66,50.95,23.93,1,0,55.97,1,Heavy,High,Low
101378,Postpaid,West,Store,65,24.61,18.57,1,1,27.37,0,Heavy,Mid,Low
101379,Postpaid,Central,App,8,30.93,0.2,2,5,30.93,0,Light,Mid,Elevated
101380,Postpaid,South,Partner,58,30.05,20.98,0,1,33.82,0,Heavy,Mid,Low
101381,Prepaid,East,Store,22,16.54,11.35,3,2,16.54,1,Moderate,Low,Medium
101382,Postpaid,South,App,43,28.7,20.39,1,3,32.23,0,Heavy,Mid,Medium
101383,Business,North,App,69,58.81,21.6,2,2,62.84,0,Heavy,VIP,Medium
101384,Business,West,Web,64,52.8,30.85,0,2,60.72,0,Heavy,VIP,Low
101385,Prepaid,East,Store,35,16.63,4.2,1,3,16.63,0,Light,Low,Medium
101386,Postpaid,South,Store,4,31.58,17.53,1,2,33.9,0,Heavy,Mid,Medium
101387,Prepaid,Central,Web,69,16.77,8.99,0,1,16.77,0,Moderate,Low,Low
101388,Family,East,Web,66,32.13,29.19,0,1,39.35,0,Heavy,High,Low
101389,Prepaid,Central,Web,28,9.22,11.35,0,4,9.22,0,Moderate,Low,Medium
101390,Business,West,Web,10,49.77,39.89,1,3,61.48,1,Power,VIP,Medium
101391,Family,Central,Web,38,27.61,12.6,1,4,27.86,0,Moderate,Mid,Medium
101392,Prepaid,West,App,58,11.99,6.3,1,4,11.99,0,Moderate,Low,Medium
101393,Prepaid,North,Store,33,20.9,5.09,0,2,20.9,0,Moderate,Mid,Low
101394,Family,North,App,2,51.68,13.7,1,0,52.39,1,Moderate,High,Low
101395,Prepaid,Central,Store,33,17.91,10.15,1,3,17.91,0,Moderate,Low,Medium
101396,Postpaid,North,App,38,22.19,11.76,1,3,22.19,1,Moderate,Mid,Medium
101397,Family,South,Store,67,43.26,18.41,3,4,45.96,0,Heavy,High,Elevated
101398,Postpaid,West,App,59,32.16,15.31,2,4,33.55,0,Heavy,Mid,Elevated
101399,Postpaid,South,Store,51,31.39,15.18,0,5,32.73,0,Heavy,Mid,Medium
101400,Postpaid,South,App,30,19.88,22.25,2,6,24.19,0,Heavy,Mid,Elevated
101401,Prepaid,East,Partner,69,22.2,13.78,0,1,22.95,0,Moderate,Mid,Low
101402,Business,South,App,17,52.15,29.21,0,2,59.37,0,Heavy,High,Low
101403,Prepaid,West,Web,24,20.89,3.85,2,2,20.89,0,Light,Mid,Medium
101404,Prepaid,North,Store,61,20.96,10.66,1,4,20.96,0,Moderate,Mid,Medium
101405,Prepaid,East,App,72,16.24,12.93,0,5,16.63,0,Moderate,Low,Medium
101406,Business,North,Web,59,50.87,36.93,1,1,61.34,0,Power,VIP,Low
101407,Prepaid,West,Partner,51,15.24,7.94,2,1,15.24,1,Moderate,Low,Medium
101408,Family,North,Web,68,42.51,13.15,3,3,42.99,1,Moderate,High,Elevated
101409,Postpaid,North,Partner,10,19.64,8.14,1,2,19.64,0,Moderate,Low,Medium
101410,Family,West,App,49,32.38,24.89,0,2,37.79,0,Heavy,High,Low
101411,Business,South,Partner,30,47.95,22.63,0,2,52.42,0,Heavy,High,Low
101412,Family,West,Web,44,30.0,25.63,1,2,35.73,1,Heavy,High,Medium
101413,Business,South,Web,18,68.18,12.16,0,3,68.25,0,Moderate,VIP,Medium
101414,Prepaid,South,Web,36,19.05,9.31,1,3,19.05,0,Moderate,Low,Medium
101415,Family,South,Web,17,32.5,24.7,0,4,37.84,1,Heavy,High,Medium
101416,Postpaid,Central,Store,47,32.24,15.13,0,0,33.56,0,Heavy,Mid,Low
101417,Postpaid,South,Store,67,29.2,20.93,0,2,32.95,0,Heavy,Mid,Low
101418,Family,South,App,5,37.71,25.54,2,0,43.39,0,Heavy,High,Low
101419,Business,East,Web,70,68.31,19.24,0,0,71.35,0,Heavy,VIP,Low
101420,Postpaid,South,App,48,15.68,3.95,1,4,15.68,0,Light,Low,Medium
101421,Postpaid,West,Web,2,30.11,6.2,0,3,30.11,1,Moderate,Mid,Medium
101422,Postpaid,Central,Store,42,32.79,10.46,2,2,32.79,1,Moderate,Mid,Medium
101423,Postpaid,East,App,10,29.41,6.74,0,2,29.41,0,Moderate,Mid,Low
101424,Postpaid,East,App,58,31.88,16.78,0,4,33.89,0,Heavy,Mid,Medium
101425,Postpaid,South,App,21,37.19,14.91,0,2,38.42,0,Moderate,High,Low
101426,Prepaid,Central,Web,5,10.42,9.55,3,1,10.42,0,Moderate,Low,Medium
101427,Prepaid,East,App,62,16.34,8.69,0,2,16.34,1,Moderate,Low,Low
101428,Family,North,App,39,43.11,18.25,1,3,45.73,0,Heavy,High,Medium
101429,Postpaid,Central,App,44,33.72,15.83,0,5,35.33,0,Heavy,High,Medium
101430,Business,Central,App,60,48.41,37.7,2,3,59.21,0,Power,High,Medium
101431,Postpaid,East,App,41,31.56,19.69,2,1,34.79,0,Heavy,Mid,Medium
101432,Prepaid,South,App,58,8.0,3.96,0,5,8.0,0,Light,Low,Medium
101433,Prepaid,West,Web,44,18.41,4.31,3,3,18.41,0,Light,Low,Elevated
101434,Prepaid,West,Web,3,14.38,12.29,0,3,14.5,0,Moderate,Low,Medium
101435,Business,East,Partner,69,48.99,26.81,0,1,55.21,0,Heavy,High,Low
101436,Prepaid,South,App,70,24.02,11.77,0,2,24.02,0,Moderate,Mid,Low
101437,Postpaid,South,App,20,26.89,20.3,0,3,30.38,0,Heavy,Mid,Medium
101438,Business,South,App,47,62.7,16.01,2,5,64.39,0,Heavy,VIP,Elevated
101439,Business,North,Store,9,48.12,12.81,3,4,48.46,0,Moderate,High,Elevated
101440,Prepaid,West,App,21,24.85,14.87,0,3,26.05,0,Moderate,Mid,Medium
101441,Prepaid,North,App,44,25.68,4.03,2,2,25.68,0,Light,Mid,Medium
101442,Prepaid,South,Store,26,14.96,10.23,2,2,14.96,0,Moderate,Low,Medium
101443,Prepaid,West,App,70,21.73,7.94,2,2,21.73,1,Moderate,Mid,Medium
101444,Prepaid,South,Store,6,21.83,6.62,0,2,21.83,0,Moderate,Mid,Low
101445,Postpaid,South,Web,52,20.38,17.55,0,0,22.71,1,Heavy,Mid,Low
101446,Family,Central,Web,45,33.0,17.37,0,3,35.25,1,Heavy,High,Medium
101447,Postpaid,North,App,65,36.39,15.59,2,5,37.9,0,Heavy,High,Elevated
101448,Postpaid,Central,App,59,25.12,4.59,1,4,25.12,0,Light,Mid,Medium
101449,Prepaid,North,Store,65,24.35,0.2,0,3,24.35,0,Light,Mid,Medium
