customer_id,plan_type,region,acquisition_channel,tenure_months,monthly_fee,monthly_usage_gb,support_tickets_90d,payment_delay_days,monthly_revenue,churned
103281,Prepaid,North,Web,64,16.26,7.78,1,0,16.26,0
103282,Prepaid,Central,App,66,12.26,3.24,1,3,12.26,0
103283,Prepaid,West,App,16,15.43,12.32,1,0,15.57,0
103284,Prepaid,South,App,48,8.18,10.65,1,2,8.18,0
103285,Postpaid,North,Store,49,27.8,12.67,0,2,28.08,0
103286,Postpaid,Central,App,64,30.12,18.06,1,5,32.67,0
103287,Postpaid,North,Store,7,26.53,20.39,1,2,30.06,0
103288,Prepaid,West,Web,17,23.7,8.97,2,1,23.7,1
103289,Postpaid,South,App,62,37.98,23.7,1,2,42.89,0
103290,Postpaid,West,App,3,31.25,13.16,1,4,31.74,1
103291,Family,North,App,35,51.08,34.68,3,2,60.61,0
103292,Postpaid,West,App,22,30.03,24.44,2,3,35.25,0
103293,Postpaid,East,Store,45,31.26,12.64,3,1,31.53,0
103294,Postpaid,Central,Store,35,29.67,2.29,1,1,29.67,1
103295,Business,North,Store,62,40.56,17.75,1,4,42.97,0
103296,Family,North,Web,6,37.18,13.82,4,1,37.94,0
103297,Postpaid,North,App,37,35.05,9.38,0,4,35.05,0
103298,Postpaid,North,Store,38,28.22,14.03,4,4,29.08,1
103299,Prepaid,Central,Web,37,13.1,13.18,0,4,13.59,0
103300,Business,North,Store,6,32.66,18.45,1,3,35.37,1
103301,Prepaid,South,Web,34,10.77,4.11,0,4,10.77,0
103302,Prepaid,West,Store,64,20.5,13.04,1,4,20.94,1
103303,Business,South,Store,44,50.35,33.32,1,0,59.3,0
103304,Postpaid,South,App,8,29.95,19.72,0,3,33.19,0
103305,Prepaid,West,Store,52,24.3,9.81,1,2,24.3,0
103306,Prepaid,South,Store,67,8.6,7.95,1,1,8.6,0
103307,Prepaid,West,App,58,19.41,4.17,1,2,19.41,1
103308,Postpaid,West,App,7,34.59,15.12,4,4,35.9,1
103309,Prepaid,South,App,3,25.97,4.34,0,2,25.97,0
103310,Business,West,Store,13,53.09,33.87,2,0,62.28,0
103311,Business,Central,App,26,64.55,24.51,2,2,69.8,0
103312,Postpaid,South,Web,67,32.05,25.14,0,1,37.56,1
103313,Postpaid,West,Partner,32,33.81,18.87,0,3,36.69,0
103314,Prepaid,East,Partner,70,17.23,3.63,2,8,17.23,0
103315,Prepaid,East,App,8,12.45,7.13,1,2,12.45,0
103316,Family,West,Store,55,37.46,18.35,0,3,40.13,0
103317,Prepaid,North,Partner,55,26.39,6.82,1,1,26.39,0
103318,Prepaid,East,Web,70,13.76,0.2,1,2,13.76,0
103319,Prepaid,North,App,38,12.76,8.67,1,5,12.76,0
103320,Prepaid,West,Web,44,16.86,10.81,0,4,16.86,0
103321,Postpaid,West,Store,1,30.62,27.36,0,3,37.08,0
103322,Postpaid,South,Web,64,17.99,10.55,0,4,17.99,0
103323,Family,North,Partner,46,32.34,10.54,3,2,32.34,0
103324,Postpaid,Central,Partner,51,34.25,16.27,1,2,36.04,0
103325,Family,South,Store,25,41.14,33.06,2,7,49.99,1
103326,Postpaid,South,App,6,31.27,2.69,0,1,31.27,0
103327,Family,North,Store,53,42.27,8.98,1,3,42.27,0
103328,Postpaid,East,Web,53,27.6,24.58,1,1,32.88,1
103329,Prepaid,South,Store,13,11.79,8.47,1,1,11.79,0
103330,Business,Central,App,60,55.74,28.95,1,2,62.86,0
103331,Prepaid,West,Store,1,11.85,5.56,1,3,11.85,1
103332,Prepaid,North,Store,48,10.72,8.05,3,4,10.72,0
103333,Prepaid,East,Partner,7,13.8,1.96,2,4,13.8,0
103334,Postpaid,South,Web,55,44.37,17.74,0,4,46.78,0
103335,Postpaid,North,App,32,25.77,11.73,0,2,25.77,1
103336,Postpaid,West,Store,24,31.26,13.82,0,2,32.03,0
103337,Family,South,Store,54,32.79,19.66,1,6,36.0,0
103338,Prepaid,Central,Store,58,17.35,14.01,1,3,18.19,0
103339,Postpaid,East,App,44,40.27,12.22,1,3,40.37,0
103340,Postpaid,South,Web,53,30.34,14.71,0,1,31.48,0
103341,Family,Central,Web,2,28.74,14.85,0,1,29.93,0
103342,Prepaid,East,Store,60,15.83,3.06,2,2,15.83,1
103343,Prepaid,North,Partner,43,14.93,0.2,1,2,14.93,0
103344,Postpaid,East,Partner,12,32.89,12.28,2,2,33.01,1
103345,Postpaid,Central,Web,35,14.52,12.71,4,3,14.82,0
103346,Family,East,Partner,46,29.31,9.4,2,2,29.31,0
103347,Postpaid,East,Store,58,28.9,24.76,3,2,34.26,0
103348,Family,East,Partner,38,36.83,26.14,2,3,42.77,1
103349,Postpaid,South,Partner,19,29.95,27.8,0,3,36.58,0
103350,Prepaid,North,Store,19,16.03,16.36,0,1,17.86,0
103351,Prepaid,East,App,52,17.6,3.79,3,1,17.6,0
103352,Prepaid,Central,App,63,21.31,8.71,1,3,21.31,0
103353,Prepaid,West,Store,46,22.19,6.24,0,5,22.19,0
103354,Postpaid,North,Web,58,26.74,7.45,0,4,26.74,0
103355,Postpaid,South,Store,45,26.67,14.55,0,5,27.74,0
103356,Postpaid,North,Web,36,28.44,11.05,1,6,28.44,1
103357,Postpaid,South,Web,30,24.83,6.36,3,3,24.83,1
103358,Postpaid,West,App,36,39.05,17.58,1,1,41.39,0
103359,Postpaid,South,App,1,36.74,1.95,1,2,36.74,0
103360,Prepaid,Central,Web,42,17.3,6.62,0,1,17.3,1
103361,Postpaid,East,App,14,22.6,14.43,3,2,23.62,0
103362,Postpaid,West,Partner,65,32.11,6.01,2,3,32.11,0
103363,Postpaid,Central,Web,61,34.73,11.72,0,3,34.73,0
103364,Prepaid,West,Store,36,16.71,5.41,3,0,16.71,0
103365,Prepaid,Central,Store,45,34.68,8.22,0,3,34.68,0
103366,Postpaid,West,Web,3,24.05,23.48,0,1,28.87,1
103367,Postpaid,East,Web,42,21.23,12.7,1,2,21.52,0
103368,Prepaid,South,Store,62,20.04,11.42,0,3,20.04,0
103369,Postpaid,South,Partner,38,35.73,27.22,0,3,42.12,0
103370,Family,Central,Store,62,46.59,25.75,0,4,52.36,1
103371,Prepaid,North,App,6,20.78,8.63,2,3,20.78,1
103372,Family,Central,Store,71,38.67,15.26,1,2,40.04,0
103373,Prepaid,South,Web,26,19.9,8.3,1,1,19.9,0
103374,Postpaid,West,Partner,2,27.39,18.74,2,3,30.22,0
103375,Postpaid,South,App,45,26.83,23.97,0,2,31.85,0
103376,Prepaid,Central,Store,45,9.06,8.7,1,1,9.06,0
103377,Family,North,Store,10,37.82,20.96,1,2,41.58,1
103378,Postpaid,South,Partner,25,31.61,19.26,0,1,34.65,0
103379,Business,Central,Web,67,50.66,26.19,0,1,56.62,0
103380,Prepaid,South,App,14,22.2,6.59,3,6,22.2,1
103381,Family,South,Web,6,50.04,15.3,0,3,51.42,0
103382,Business,Central,Web,60,55.18,35.64,2,4,65.1,0
103383,Postpaid,West,Partner,49,24.28,6.75,1,5,24.28,0
103384,Prepaid,North,Web,36,17.33,7.92,0,1,17.33,0
103385,Postpaid,East,App,22,18.91,14.63,2,2,20.02,0
103386,Postpaid,South,Partner,63,31.97,8.1,1,2,31.97,0
103387,Business,South,Store,63,53.7,18.19,1,1,56.3,0
103388,Postpaid,West,Partner,1,31.78,17.42,1,5,34.05,0
103389,Prepaid,North,App,60,12.04,13.76,4,3,12.78,1
103390,Prepaid,East,Web,35,15.79,5.68,0,4,15.79,0
103391,Postpaid,South,App,24,14.37,11.47,1,1,14.37,1
103392,Business,Central,App,26,50.09,36.01,1,3,60.17,0
103393,Prepaid,East,Partner,34,11.46,0.2,2,3,11.46,0
103394,Family,South,App,42,40.82,16.68,1,0,42.78,0
103395,Business,Central,App,70,55.36,13.45,1,2,55.97,1
103396,Prepaid,West,Web,2,20.56,14.73,3,3,21.71,1
103397,Prepaid,South,App,44,14.3,8.85,1,0,14.3,0
103398,Postpaid,Central,Store,5,34.3,20.5,1,3,37.87,0
103399,Postpaid,South,Partner,1,31.38,11.29,0,5,31.38,0
103400,Prepaid,South,Store,22,21.81,11.6,0,4,21.81,1
103401,Family,South,App,56,35.03,15.23,1,3,36.38,0
103402,Postpaid,North,Web,25,48.34,6.59,1,1,48.34,0
103403,Family,West,Web,27,36.24,23.69,0,0,41.15,0
103404,Family,East,App,65,35.51,34.15,2,2,44.81,0
103405,Family,Central,Store,20,43.12,27.07,0,4,49.45,0
103406,Postpaid,South,App,56,27.77,14.41,2,5,28.78,1
103407,Prepaid,North,App,60,13.52,5.33,0,3,13.52,0
103408,Postpaid,South,App,47,27.21,12.96,2,3,27.61,0
103409,Prepaid,North,Partner,70,17.36,17.52,2,3,19.67,0
103410,Postpaid,Central,App,71,28.41,4.25,2,1,28.41,0
103411,Prepaid,West,App,5,18.54,16.12,1,3,20.28,1
103412,Postpaid,West,Partner,13,29.92,18.44,3,3,32.62,1
103413,Prepaid,West,App,29,18.85,14.21,2,1,19.78,1
103414,Prepaid,South,Partner,48,14.37,5.36,1,4,14.37,1
103415,Prepaid,North,Partner,21,22.54,12.6,2,4,22.79,1
103416,Postpaid,East,Store,46,26.53,13.95,2,1,27.35,0
103417,Family,West,App,65,50.97,17.66,1,2,53.35,1
103418,Prepaid,South,App,1,19.29,8.43,1,2,19.29,0
103419,Family,North,App,63,47.92,22.09,0,3,52.16,0
103420,Family,West,App,35,28.63,23.04,0,5,33.26,0
103421,Postpaid,South,Store,65,19.55,28.53,2,2,26.49,0
103422,Postpaid,East,App,49,28.28,23.11,0,3,32.94,0
103423,Postpaid,North,Web,4,40.29,17.17,0,3,42.47,0
103424,Prepaid,East,App,65,18.57,7.1,0,2,18.57,1
103425,Postpaid,South,App,4,35.0,6.23,1,4,35.0,0
103426,Prepaid,Central,App,19,11.66,2.16,1,2,11.66,0
103427,Family,West,App,40,36.44,19.67,2,0,39.66,0
103428,Business,North,Web,66,45.81,34.69,1,2,55.34,0
103429,Family,West,Web,13,39.42,33.05,3,1,48.26,0
103430,Postpaid,West,App,39,29.84,13.2,1,2,30.34,0
103431,Postpaid,West,Store,9,29.02,4.06,1,3,29.02,1
103432,Business,Central,Store,25,57.16,31.71,2,4,65.44,0
103433,Prepaid,West,Partner,19,21.45,4.8,1,1,21.45,1
103434,Prepaid,South,App,31,21.46,6.77,1,4,21.46,0
103435,Postpaid,South,Web,52,43.64,13.72,1,6,44.37,1
103436,Prepaid,South,App,52,16.06,8.51,2,3,16.06,0
103437,Prepaid,East,App,49,22.02,11.02,3,3,22.02,0
103438,Prepaid,Central,Store,2,9.8,0.73,0,2,9.8,0
103439,Postpaid,West,App,57,38.19,20.06,2,0,41.58,1
103440,Prepaid,South,Store,47,18.52,7.05,0,1,18.52,0
103441,Prepaid,Central,Store,5,17.35,9.15,2,3,17.35,0
103442,Prepaid,West,App,69,18.79,6.48,1,5,18.79,1
103443,Postpaid,South,Partner,56,36.15,5.72,2,4,36.15,0
103444,Family,Central,App,50,26.98,17.32,1,2,29.21,0
103445,Prepaid,South,Partner,36,22.24,13.66,0,1,22.94,0
103446,Postpaid,East,Store,58,22.57,19.43,0,1,25.7,0
103447,Family,East,App,23,35.5,21.02,1,1,39.29,0
103448,Prepaid,Central,App,53,23.21,9.83,2,3,23.21,1
103449,Family,South,Web,44,38.99,34.15,1,3,48.29,0
103450,Postpaid,South,Web,44,33.77,10.77,0,1,33.77,0
103451,Postpaid,West,Web,58,35.56,18.49,0,2,38.28,0
103452,Prepaid,Central,App,13,12.37,0.2,1,1,12.37,1
103453,Prepaid,North,App,8,14.32,8.54,0,5,14.32,0
103454,Business,South,Web,40,50.55,30.56,2,2,58.34,1
103455,Family,Central,Web,59,44.14,17.51,0,4,46.46,0
103456,Business,West,App,19,57.12,15.18,3,1,58.45,1
103457,Family,South,Web,41,38.66,22.02,3,1,42.87,1
103458,Prepaid,South,Store,69,15.75,8.29,5,5,15.75,0
103459,Family,East,Store,45,31.33,21.58,1,3,35.35,1
103460,Postpaid,West,Store,6,15.93,7.52,0,6,15.93,0
103461,Family,East,App,64,33.8,24.34,3,7,38.98,1
103462,Prepaid,West,App,71,19.37,7.07,1,2,19.37,1
103463,Prepaid,North,Web,52,30.24,7.86,0,3,30.24,0
103464,Family,West,Partner,44,39.23,26.18,5,3,45.19,1
103465,Family,North,Store,43,36.88,13.44,0,2,37.49,0
103466,Postpaid,Central,App,45,36.6,8.39,1,3,36.6,0
103467,Prepaid,North,App,25,13.78,11.76,0,2,13.78,0
103468,Prepaid,North,Store,47,11.44,0.2,0,2,11.44,0
103469,Business,North,Web,37,42.93,36.31,0,1,53.14,1
103470,Postpaid,South,App,58,31.14,14.7,2,0,32.27,0
103471,Postpaid,South,App,61,33.08,4.32,1,1,33.08,0
103472,Postpaid,West,Web,52,21.57,22.83,4,3,26.12,0
103473,Postpaid,Central,App,72,34.96,10.54,0,7,34.96,0
103474,Postpaid,East,App,33,32.22,10.65,2,2,32.22,1
103475,Postpaid,East,Web,55,29.4,21.8,0,3,33.51,0
103476,Family,South,App,25,42.06,14.3,1,7,43.03,1
103477,Family,West,Store,57,41.93,10.09,1,4,41.93,0
103478,Business,North,App,20,63.32,35.66,1,1,73.25,0
103479,Postpaid,South,App,51,47.35,16.97,2,4,49.44,1
103480,Postpaid,North,Partner,2,26.39,8.7,1,6,26.39,1
103481,Postpaid,South,Web,56,37.05,0.88,0,1,37.05,0
103482,Family,East,App,21,34.41,32.97,0,2,43.22,0
103483,Postpaid,North,App,18,22.62,13.02,0,4,23.04,0
103484,Postpaid,North,App,25,37.78,11.08,1,2,37.78,0
103485,Family,West,Partner,31,37.37,5.96,2,3,37.37,1
103486,Postpaid,North,Web,10,33.67,20.37,0,3,37.19,0
103487,Family,West,Store,41,37.43,22.52,1,6,41.85,0
103488,Prepaid,South,App,9,9.99,6.8,1,1,9.99,1
103489,Postpaid,Central,Partner,40,31.25,16.35,2,1,33.08,0
103490,Postpaid,West,Web,27,24.24,15.43,1,3,25.68,0
103491,Prepaid,North,App,44,8.21,14.87,1,7,9.41,0
103492,Family,Central,App,11,39.1,11.62,1,1,39.1,0
103493,Postpaid,East,App,71,27.73,21.37,1,0,31.66,0
103494,Prepaid,South,Store,2,18.7,12.08,1,2,18.73,0
103495,Family,West,App,62,49.09,5.43,1,4,49.09,0
103496,Postpaid,West,App,26,25.35,18.46,3,4,28.06,1
103497,Family,South,Web,60,39.21,21.74,5,0,43.3,0
103498,Postpaid,South,Web,43,30.58,17.77,1,2,33.0,0
103499,Family,North,Store,60,38.28,23.14,0,1,42.96,0
103500,Postpaid,West,Store,40,28.83,9.06,2,3,28.83,0
103501,Postpaid,Central,App,58,25.29,15.82,1,2,26.9,1
103502,Prepaid,East,Store,48,20.72,8.08,0,3,20.72,0
103503,Postpaid,Central,Web,49,37.1,16.81,0,1,39.12,0
103504,Postpaid,North,Store,42,31.86,19.24,4,1,34.9,0
103505,Postpaid,West,Partner,19,26.52,12.48,1,3,26.72,1
103506,Postpaid,Central,Web,62,18.51,12.44,3,2,18.69,0
103507,Family,West,Web,62,39.68,24.88,2,2,45.09,0
103508,Postpaid,North,Store,53,28.95,11.55,1,3,28.95,0
103509,Prepaid,South,App,21,21.98,12.57,1,2,22.22,0
103510,Business,North,Partner,30,64.53,23.52,0,3,69.37,0
103511,Postpaid,West,Web,53,34.82,10.15,1,3,34.82,1
103512,Business,Central,Partner,14,51.97,18.48,0,3,54.69,0
103513,Business,South,Store,8,50.09,27.67,2,3,56.67,1
103514,Family,North,Store,29,36.66,25.08,1,1,42.16,0
103515,Family,South,App,40,33.33,21.91,0,3,37.49,0
103516,Postpaid,East,App,65,34.79,10.14,0,4,34.79,0
103517,Prepaid,East,Store,23,24.98,11.33,3,3,24.98,0
103518,Postpaid,South,Partner,16,27.64,15.74,2,1,29.21,1
103519,Family,West,Web,51,33.28,11.06,1,3,33.28,0
103520,Postpaid,North,Store,64,33.44,24.43,4,2,38.66,1
103521,Family,West,Store,62,46.57,25.19,1,2,52.11,0
103522,Prepaid,East,App,46,20.17,4.24,0,1,20.17,0
103523,Postpaid,North,App,2,27.47,5.19,1,4,27.47,1
103524,Postpaid,West,Partner,48,41.75,4.46,2,1,41.75,1
103525,Postpaid,West,Web,9,25.29,22.63,0,3,29.76,0
103526,Prepaid,East,Store,57,17.37,6.11,0,5,17.37,1
103527,Prepaid,West,Web,67,21.1,11.59,2,0,21.1,0
103528,Family,East,App,44,39.73,19.21,2,5,42.76,0
103529,Postpaid,South,Partner,18,33.65,10.67,1,5,33.65,0
103530,Prepaid,Central,Web,22,25.67,6.03,0,1,25.67,0
103531,Prepaid,Central,App,53,16.23,5.91,0,5,16.23,0
103532,Postpaid,North,Web,55,30.27,18.68,1,3,33.08,1
103533,Prepaid,Central,App,59,23.26,1.95,2,1,23.26,0
103534,Postpaid,West,Store,8,31.26,4.6,1,1,31.26,1
103535,Family,North,App,54,46.18,17.01,2,2,48.28,0
103536,Prepaid,East,App,70,10.85,9.14,1,5,10.85,1
103537,Postpaid,North,Store,3,20.12,12.79,0,0,20.45,1
103538,Prepaid,East,App,32,16.67,2.93,1,2,16.67,1
103539,Prepaid,Central,App,53,26.48,8.61,1,1,26.48,0
103540,Family,South,Web,39,45.38,20.14,0,2,48.8,0
103541,Postpaid,East,App,70,35.13,9.79,1,3,35.13,1
103542,Family,South,Store,49,35.89,13.41,0,4,36.48,0
103543,Prepaid,East,Store,27,25.26,9.12,1,2,25.26,0
103544,Prepaid,West,App,45,21.37,11.65,2,2,21.37,1
103545,Postpaid,South,Partner,52,24.81,18.64,4,1,27.6,1
103546,Postpaid,East,Store,57,26.57,5.18,2,1,26.57,0
103547,Business,South,App,20,34.87,14.17,1,4,35.78,0
103548,Prepaid,West,App,66,20.31,12.63,0,1,20.58,1
103549,Family,West,Store,72,29.06,14.35,0,2,30.05,0
103550,Family,West,App,16,38.58,5.16,1,2,38.58,0
103551,Postpaid,South,App,16,25.13,14.33,0,0,26.11,0
103552,Postpaid,West,Store,28,28.41,13.31,1,1,28.97,1
103553,Postpaid,West,Web,23,28.24,9.65,0,1,28.24,0
103554,Prepaid,West,App,14,29.38,10.69,4,3,29.38,1
103555,Family,East,App,13,46.05,20.56,3,2,49.65,0
103556,Postpaid,Central,App,52,18.12,12.83,0,1,18.47,1
103557,Business,South,App,69,58.66,28.52,1,0,65.6,0
103558,Postpaid,North,Web,7,34.71,8.71,1,3,34.71,1
103559,Postpaid,Central,App,42,33.24,11.83,1,1,33.24,0
103560,Postpaid,North,App,21,28.38,18.73,2,2,31.21,0
103561,Postpaid,Central,App,18,35.63,20.93,2,4,39.38,0
103562,Family,West,Store,42,42.38,18.55,2,3,45.13,1
103563,Prepaid,Central,Store,10,16.78,3.49,2,3,16.78,1
103564,Business,East,App,6,41.76,0.85,2,3,41.76,1
103565,Family,West,Store,63,32.71,16.93,1,7,34.78,0
103566,Family,West,Web,33,34.61,24.06,2,3,39.67,0
103567,Postpaid,East,App,5,28.35,16.09,3,4,30.06,1
103568,Family,South,App,64,55.83,36.2,0,1,65.99,0
103569,Prepaid,North,App,47,21.39,9.49,2,7,21.39,1
103570,Family,South,Web,54,39.94,16.08,2,1,41.66,0
103571,Prepaid,Central,App,44,17.13,9.42,2,5,17.13,0
103572,Prepaid,South,App,35,11.9,2.99,1,3,11.9,0
103573,Postpaid,West,Store,56,25.66,7.88,2,3,25.66,0
103574,Prepaid,East,Store,25,20.56,12.38,2,2,20.72,1
103575,Postpaid,South,Web,50,39.43,12.97,3,1,39.84,0
103576,Family,Central,App,64,29.69,20.33,0,4,33.19,0
103577,Prepaid,North,App,61,24.12,5.69,1,4,24.12,0
103578,Family,East,Store,40,43.32,19.01,0,5,46.26,0
103579,Prepaid,East,Web,3,22.54,11.5,2,2,22.54,1
103580,Family,North,Partner,2,44.04,20.73,0,2,47.7,0
103581,Family,South,Store,31,33.89,18.9,0,4,36.78,0
103582,Postpaid,West,Store,48,26.73,11.23,1,3,26.73,0
103583,Family,North,App,6,35.46,6.1,4,1,35.46,0
103584,Family,West,Partner,30,31.16,4.58,1,4,31.16,0
103585,Family,West,Web,30,25.18,11.98,2,8,25.18,1
103586,Postpaid,North,App,34,47.07,19.18,3,2,50.09,1
103587,Postpaid,South,Store,41,36.59,11.52,2,2,36.59,0
103588,Family,North,Store,21,48.06,7.68,0,6,48.06,1
103589,Prepaid,West,App,43,11.26,11.95,1,2,11.26,1
103590,Family,East,Web,33,35.34,23.31,1,1,40.09,1
103591,Prepaid,North,Web,67,19.6,8.04,0,1,19.6,0
103592,Family,East,App,24,39.2,11.62,2,3,39.2,0
103593,Prepaid,East,Partner,67,15.52,6.49,0,2,15.52,0
103594,Prepaid,West,Partner,70,10.25,2.49,1,2,10.25,0
103595,Business,North,App,23,53.38,30.12,5,1,60.99,0
103596,Family,North,Store,30,37.88,8.6,1,0,37.88,1
103597,Family,South,Partner,51,33.45,12.73,0,2,33.75,0
103598,Business,West,App,34,62.08,44.07,2,1,75.55,0
103599,Postpaid,West,Partner,52,36.57,9.67,2,3,36.57,0
103600,Prepaid,South,App,19,24.39,12.7,6,2,24.69,1
103601,Prepaid,South,Web,69,20.55,10.72,0,3,20.55,0
103602,Postpaid,West,Store,51,21.95,19.32,0,2,25.02,0
103603,Prepaid,North,App,7,24.56,7.5,0,3,24.56,1
103604,Business,East,Web,18,46.18,19.0,2,0,49.12,0
103605,Prepaid,East,App,45,15.86,9.58,0,3,15.86,0
103606,Prepaid,South,App,22,21.42,11.76,0,3,21.42,1
103607,Prepaid,East,App,30,13.26,2.8,4,4,13.26,0
103608,Prepaid,South,App,47,22.7,9.98,2,3,22.7,1
103609,Prepaid,East,App,26,20.11,9.74,0,2,20.11,0
103610,Postpaid,North,App,66,34.41,12.47,2,2,34.6,1
103611,Prepaid,South,App,45,23.74,8.08,1,2,23.74,1
103612,Postpaid,East,App,31,35.99,8.92,2,2,35.99,1
103613,Family,North,App,21,38.98,24.17,0,3,44.09,0
103614,Postpaid,West,Web,22,37.29,18.62,2,0,40.07,1
103615,Postpaid,West,App,3,22.62,15.77,0,0,24.2,0
103616,Postpaid,Central,Web,7,23.49,7.88,0,1,23.49,0
103617,Prepaid,South,App,57,16.45,12.33,0,0,16.59,0
103618,Prepaid,South,App,56,11.67,5.35,2,4,11.67,0
103619,Business,South,Store,7,47.77,25.41,2,0,53.41,0
103620,Postpaid,Central,App,40,25.25,14.89,3,5,26.46,1
103621,Prepaid,South,Store,24,11.3,4.8,2,4,11.3,0
103622,Postpaid,South,Web,51,25.09,7.91,1,2,25.09,0
103623,Family,West,App,43,22.24,18.45,3,3,24.95,0
103624,Postpaid,North,App,58,32.44,6.85,1,1,32.44,0
103625,Postpaid,East,Web,45,29.56,9.17,1,2,29.56,0
103626,Family,East,App,15,32.18,39.47,0,0,43.72,0
103627,Postpaid,West,Web,48,26.57,23.94,1,1,31.58,0
103628,Postpaid,West,Store,61,34.02,17.44,1,2,36.3,0
103629,Prepaid,South,App,72,17.45,7.11,1,2,17.45,0
103630,Prepaid,West,App,51,19.94,0.2,3,3,19.94,1
103631,Business,East,App,29,46.24,20.46,0,2,49.79,0
103632,Postpaid,North,Store,37,31.71,21.3,0,2,35.61,0
103633,Postpaid,Central,Partner,10,40.87,15.74,1,1,42.45,0
103634,Postpaid,West,App,46,32.21,6.03,2,2,32.21,0
103635,Prepaid,Central,Partner,10,16.15,6.73,0,3,16.15,1
103636,Family,West,App,19,38.03,14.62,1,4,39.13,0
103637,Prepaid,South,App,37,22.86,5.09,1,3,22.86,0
103638,Family,East,Store,35,40.45,22.16,3,3,44.72,0
103639,Postpaid,South,Partner,28,32.47,30.58,0,2,40.28,0
103640,Prepaid,North,Store,47,28.58,5.39,1,3,28.58,0
103641,Prepaid,East,Web,66,11.77,11.86,1,2,11.77,0
103642,Family,South,Store,67,42.37,8.74,1,2,42.37,0
103643,Prepaid,North,Web,37,16.64,4.17,1,2,16.64,1
103644,Prepaid,Central,Web,40,19.88,8.67,0,1,19.88,0
103645,Family,North,Web,33,40.47,33.71,2,2,49.58,0
103646,Postpaid,East,Store,65,43.46,8.81,0,4,43.46,0
103647,Postpaid,West,Store,63,28.57,16.13,2,2,30.3,0
103648,Prepaid,West,Partner,4,22.23,9.09,1,6,22.23,0
103649,Family,North,Store,58,21.38,15.87,0,2,23.01,0
103650,Prepaid,West,App,3,18.75,1.63,0,8,18.75,0
103651,Prepaid,West,Partner,52,14.93,12.16,3,2,15.0,1
103652,Prepaid,Central,Web,25,10.78,16.03,2,1,12.48,0
103653,Prepaid,South,Store,38,22.91,10.66,0,5,22.91,1
103654,Prepaid,North,Web,57,20.33,7.43,0,2,20.33,0
103655,Prepaid,West,App,17,13.51,5.97,1,2,13.51,0
103656,Prepaid,South,App,10,22.58,11.65,3,2,22.58,0
103657,Postpaid,West,App,41,25.53,17.17,1,2,27.7,0
103658,Family,West,Web,61,44.24,20.08,1,2,47.64,0
103659,Prepaid,West,Web,9,11.09,9.62,1,2,11.09,1
103660,Prepaid,Central,Web,28,16.49,11.02,1,2,16.49,0
103661,Family,East,App,39,49.78,11.59,5,3,49.78,0
103662,Family,Central,Partner,17,39.54,18.81,2,5,42.4,1
103663,Postpaid,West,App,62,20.5,26.52,2,3,26.6,1
103664,Prepaid,North,App,44,21.91,10.26,1,2,21.91,0
103665,Postpaid,West,Partner,38,32.24,15.78,1,4,33.83,0
103666,Prepaid,West,Web,10,22.48,3.69,0,1,22.48,0
103667,Prepaid,Central,Partner,5,14.0,0.2,2,2,14.0,1
103668,Postpaid,South,Store,12,20.3,14.24,0,2,21.24,0
103669,Postpaid,South,App,3,27.57,20.79,3,6,31.26,1
103670,Postpaid,West,App,39,29.4,12.46,3,2,29.59,1
103671,Postpaid,North,Web,62,33.8,9.18,1,3,33.8,1
103672,Prepaid,West,Store,55,23.35,10.3,1,3,23.35,0
103673,Postpaid,East,Web,17,33.21,20.98,2,2,36.98,1
103674,Family,North,App,15,37.48,14.65,1,5,38.59,0
103675,Family,North,App,38,42.52,19.05,0,3,45.48,0
103676,Prepaid,West,Web,56,12.66,8.78,0,6,12.66,0
103677,Postpaid,North,Partner,56,27.89,9.64,1,3,27.89,1
103678,Prepaid,West,App,38,18.06,4.97,3,3,18.06,1
103679,Prepaid,West,App,19,19.75,2.49,1,3,19.75,1
103680,Family,West,App,35,45.97,26.83,0,3,52.2,1
103681,Prepaid,South,App,54,8.0,2.01,0,4,8.0,1
103682,Postpaid,North,Web,64,35.94,12.83,0,4,36.29,1
103683,Postpaid,West,Store,6,26.74,17.25,0,3,28.94,1
103684,Prepaid,North,App,56,16.34,1.12,0,7,16.34,0
103685,Prepaid,South,Web,54,9.79,5.42,1,5,9.79,0
103686,Postpaid,Central,Web,16,32.49,16.54,1,2,34.4,0
103687,Business,South,App,5,65.47,20.31,1,6,68.96,1
103688,Postpaid,South,Partner,23,37.85,0.2,2,3,37.85,1
103689,Postpaid,Central,Store,20,29.3,4.18,0,1,29.3,0
103690,Prepaid,North,App,9,20.13,9.07,1,1,20.13,1
103691,Postpaid,North,Partner,19,26.05,26.12,2,1,31.98,0
103692,Prepaid,East,App,15,16.52,11.19,1,1,16.52,1
103693,Postpaid,West,Partner,65,31.52,17.86,0,3,33.98,0
103694,Family,Central,Store,7,42.09,10.29,1,1,42.09,0
103695,Postpaid,West,Partner,39,24.92,3.97,3,1,24.92,1
103696,Prepaid,Central,App,24,17.31,7.52,2,4,17.31,1
103697,Prepaid,North,App,61,14.81,8.36,2,0,14.81,0
103698,Prepaid,West,Web,35,8.0,4.8,0,6,8.0,0
103699,Postpaid,North,Web,42,38.37,3.16,0,2,38.37,1
103700,Family,Central,Web,29,33.11,13.85,3,1,33.89,1
103701,Prepaid,Central,App,59,21.73,6.96,3,4,21.73,0
